"姓名","統率","武力","智力","魅力","運勢","版本","政治","陸指","水指","體力"
"孫秀",55,52,53,67,NA,"三國志10",58,NA,NA,NA
"孫和",23,31,67,70,NA,"三國志10",73,NA,NA,NA
"孫亮",24,10,74,69,NA,"三國志10",76,NA,NA,NA
"孫峻",67,72,68,10,NA,"三國志10",28,NA,NA,NA
"孫朗",34,46,33,42,NA,"三國志10",43,NA,NA,NA
"孫桓",79,73,77,78,NA,"三國志10",68,NA,NA,NA
"孫乾",30,35,72,88,NA,"三國志10",87,NA,NA,NA
"孫堅",98,89,77,91,NA,"三國志10",72,NA,NA,NA
"孫異",72,68,57,59,NA,"三國志10",63,NA,NA,NA
"孫皎",77,60,69,75,NA,"三國志10",71,NA,NA,NA
"孫翊",69,75,26,30,NA,"三國志10",15,NA,NA,NA
"孫登",59,39,79,84,NA,"三國志10",74,NA,NA,NA
"孫皓",13,28,30,4,NA,"三國志10",5,NA,NA,NA
"孫策",95,90,69,92,NA,"三國志10",66,NA,NA,NA
"孫瑜",75,64,68,73,NA,"三國志10",72,NA,NA,NA
"孫歆",68,70,38,35,NA,"三國志10",40,NA,NA,NA
"孫韶",82,78,73,73,NA,"三國志10",68,NA,NA,NA
"孫綝",25,40,65,6,NA,"三國志10",8,NA,NA,NA
"孫震",64,71,48,54,NA,"三國志10",42,NA,NA,NA
"孫冀",62,65,52,66,NA,"三國志10",60,NA,NA,NA
"孫靜",66,51,75,71,NA,"三國志10",74,NA,NA,NA
"孫禮",76,81,62,74,NA,"三國志10",75,NA,NA,NA
"孫權",76,68,83,94,NA,"三國志10",89,NA,NA,NA
"師纂",61,71,54,15,NA,"三國志10",48,NA,NA,NA
"徐晃",89,89,74,73,NA,"三國志10",52,NA,NA,NA
"徐庶",80,64,94,81,NA,"三國志10",80,NA,NA,NA
"徐盛",87,81,77,70,NA,"三國志10",62,NA,NA,NA
"徐榮",82,73,64,45,NA,"三國志10",47,NA,NA,NA
"徐質",54,80,24,43,NA,"三國志10",18,NA,NA,NA
"徐邈",55,32,70,80,NA,"三國志10",84,NA,NA,NA
"桓階",12,25,67,68,NA,"三國志10",79,NA,NA,NA
"桓範",22,16,80,55,NA,"三國志10",72,NA,NA,NA
"留平",65,70,67,62,NA,"三國志10",57,NA,NA,NA
"留略",72,68,59,52,NA,"三國志10",49,NA,NA,NA
"留贊",74,75,66,65,NA,"三國志10",55,NA,NA,NA
"祖茂",70,74,62,63,NA,"三國志10",55,NA,NA,NA
"祝融",61,85,28,74,NA,"三國志10",22,NA,NA,NA
"秦宓",12,6,70,76,NA,"三國志10",71,NA,NA,NA
"秦朗",57,70,38,39,NA,"三國志10",16,NA,NA,NA
"荀攸",73,25,94,86,NA,"三國志10",88,NA,NA,NA
"荀彧",48,14,96,93,NA,"三國志10",99,NA,NA,NA
"荀勗",10,16,77,41,NA,"三國志10",76,NA,NA,NA
"荀諶",20,21,79,68,NA,"三國志10",74,NA,NA,NA
"荀顗",16,11,73,74,NA,"三國志10",75,NA,NA,NA
"袁尚",66,70,50,79,NA,"三國志10",44,NA,NA,NA
"袁胤",26,15,39,43,NA,"三國志10",45,NA,NA,NA
"袁紹",80,69,76,91,NA,"三國志10",77,NA,NA,NA
"袁術",52,66,72,44,NA,"三國志10",17,NA,NA,NA
"袁熙",69,54,68,66,NA,"三國志10",70,NA,NA,NA
"袁遺",57,38,73,69,NA,"三國志10",76,NA,NA,NA
"袁燿",44,42,45,59,NA,"三國志10",50,NA,NA,NA
"袁譚",62,68,30,57,NA,"三國志10",40,NA,NA,NA
"迷當大王",59,69,15,48,NA,"三國志10",32,NA,NA,NA
"郝昭",88,77,78,68,NA,"三國志10",63,NA,NA,NA
"郝萌",57,66,41,33,NA,"三國志10",35,NA,NA,NA
"馬休",69,73,45,66,NA,"三國志10",51,NA,NA,NA
"馬良",46,25,84,86,NA,"三國志10",91,NA,NA,NA
"馬岱",78,85,59,74,NA,"三國志10",45,NA,NA,NA
"馬忠",66,71,60,38,NA,"三國志10",35,NA,NA,NA
"馬忠",81,73,70,73,NA,"三國志10",74,NA,NA,NA
"馬玩",71,70,19,35,NA,"三國志10",24,NA,NA,NA
"馬超",89,96,43,82,NA,"三國志10",23,NA,NA,NA
"馬鈞",5,8,64,13,NA,"三國志10",56,NA,NA,NA
"馬遵",39,57,35,49,NA,"三國志10",51,NA,NA,NA
"馬謖",64,65,87,67,NA,"三國志10",76,NA,NA,NA
"馬邈",22,17,5,15,NA,"三國志10",30,NA,NA,NA
"馬騰",82,81,51,89,NA,"三國志10",63,NA,NA,NA
"馬鐵",71,66,60,59,NA,"三國志10",47,NA,NA,NA
"高沛",66,62,72,41,NA,"三國志10",51,NA,NA,NA
"高定",55,62,38,53,NA,"三國志10",48,NA,NA,NA
"高昇",63,73,40,22,NA,"三國志10",21,NA,NA,NA
"高柔",56,44,73,76,NA,"三國志10",82,NA,NA,NA
"高翔",68,67,51,54,NA,"三國志10",43,NA,NA,NA
"高順",89,85,51,67,NA,"三國志10",42,NA,NA,NA
"高幹",74,59,60,66,NA,"三國志10",62,NA,NA,NA
"高覽",75,82,67,61,NA,"三國志10",55,NA,NA,NA
"郤正",7,6,63,61,NA,"三國志10",73,NA,NA,NA
"區星",56,71,31,40,NA,"三國志10",29,NA,NA,NA
"國淵",52,21,71,74,NA,"三國志10",88,NA,NA,NA
"婁圭",54,19,88,8,NA,"三國志10",69,NA,NA,NA
"崔琰",21,56,70,76,NA,"三國志10",79,NA,NA,NA
"帶來洞主",51,56,55,65,NA,"三國志10",44,NA,NA,NA
"張允",73,68,54,49,NA,"三國志10",53,NA,NA,NA
"張布",32,31,70,17,NA,"三國志10",67,NA,NA,NA
"張休",56,28,74,73,NA,"三國志10",77,NA,NA,NA
"張任",87,86,74,78,NA,"三國志10",57,NA,NA,NA
"張角",90,27,86,98,NA,"三國志10",80,NA,NA,NA
"張承",75,68,75,72,NA,"三國志10",68,NA,NA,NA
"張松",15,12,88,19,NA,"三國志10",82,NA,NA,NA
"張虎",74,73,44,56,NA,"三國志10",46,NA,NA,NA
"張南",71,64,38,56,NA,"三國志10",43,NA,NA,NA
"張既",77,35,79,87,NA,"三國志10",86,NA,NA,NA
"張昭",35,9,84,80,NA,"三國志10",97,NA,NA,NA
"張英",75,72,34,53,NA,"三國志10",35,NA,NA,NA
"張苞",75,87,49,60,NA,"三國志10",45,NA,NA,NA
"張郃",92,88,72,72,NA,"三國志10",54,NA,NA,NA
"張飛",86,98,33,44,NA,"三國志10",22,NA,NA,NA
"張悌",74,49,81,83,NA,"三國志10",78,NA,NA,NA
"張特",71,53,74,69,NA,"三國志10",67,NA,NA,NA
"張紘",24,14,86,82,NA,"三國志10",95,NA,NA,NA
"張曼成",73,83,47,55,NA,"三國志10",39,NA,NA,NA
"張梁",78,81,69,85,NA,"三國志10",53,NA,NA,NA
"張球",69,71,47,45,NA,"三國志10",30,NA,NA,NA
"張紹",7,32,36,46,NA,"三國志10",63,NA,NA,NA
"張華",34,26,81,62,NA,"三國志10",77,NA,NA,NA
"張楊",68,70,68,67,NA,"三國志10",60,NA,NA,NA
"張溫",17,11,68,77,NA,"三國志10",77,NA,NA,NA
"張緝",31,27,74,61,NA,"三國志10",74,NA,NA,NA
"張衛",73,68,53,65,NA,"三國志10",49,NA,NA,NA
"張魯",48,26,72,89,NA,"三國志10",81,NA,NA,NA
"張勳",72,67,41,42,NA,"三國志10",40,NA,NA,NA
"張橫",61,66,25,45,NA,"三國志10",27,NA,NA,NA
"張燕",82,80,54,61,NA,"三國志10",55,NA,NA,NA
"張遵",65,67,66,59,NA,"三國志10",61,NA,NA,NA
"張遼",94,92,77,79,NA,"三國志10",64,NA,NA,NA
"張濟",72,64,55,65,NA,"三國志10",57,NA,NA,NA
"張翼",77,74,71,70,NA,"三國志10",68,NA,NA,NA
"張嶷",80,74,75,75,NA,"三國志10",77,NA,NA,NA
"張繡",84,72,62,60,NA,"三國志10",41,NA,NA,NA
"張邈",53,52,70,79,NA,"三國志10",69,NA,NA,NA
"張闓",36,66,11,5,NA,"三國志10",1,NA,NA,NA
"張寶",83,69,79,89,NA,"三國志10",60,NA,NA,NA
"強端",58,83,9,29,NA,"三國志10",11,NA,NA,NA
"曹仁",90,88,60,80,NA,"三國志10",53,NA,NA,NA
"曹丕",64,70,86,84,NA,"三國志10",87,NA,NA,NA
"曹休",76,75,63,69,NA,"三國志10",59,NA,NA,NA
"曹宇",49,44,35,60,NA,"三國志10",52,NA,NA,NA
"曹沖",14,7,80,77,NA,"三國志10",74,NA,NA,NA
"曹性",55,74,39,34,NA,"三國志10",28,NA,NA,NA
"曹昂",74,62,68,77,NA,"三國志10",74,NA,NA,NA
"曹芳",3,8,28,71,NA,"三國志10",54,NA,NA,NA
"曹奐",14,13,31,64,NA,"三國志10",40,NA,NA,NA
"曹洪",82,80,47,54,NA,"三國志10",40,NA,NA,NA
"曹真",88,72,67,87,NA,"三國志10",71,NA,NA,NA
"曹純",76,71,62,75,NA,"三國志10",43,NA,NA,NA
"曹訓",19,37,7,26,NA,"三國志10",13,NA,NA,NA
"曹豹",55,70,34,26,NA,"三國志10",23,NA,NA,NA
"曹爽",37,34,30,48,NA,"三國志10",69,NA,NA,NA
"曹植",20,22,85,79,NA,"三國志10",70,NA,NA,NA
"曹彰",84,88,39,68,NA,"三國志10",30,NA,NA,NA
"曹熊",7,3,53,67,NA,"三國志10",65,NA,NA,NA
"曹髦",57,43,59,76,NA,"三國志10",72,NA,NA,NA
"曹操",99,71,92,96,NA,"三國志10",96,NA,NA,NA
"曹羲",30,26,58,45,NA,"三國志10",64,NA,NA,NA
"曹叡",75,48,84,90,NA,"三國志10",82,NA,NA,NA
"梁習",67,49,73,84,NA,"三國志10",90,NA,NA,NA
"梁綱",62,70,42,53,NA,"三國志10",27,NA,NA,NA
"梁緒",56,62,66,60,NA,"三國志10",67,NA,NA,NA
"梁興",58,65,22,27,NA,"三國志10",21,NA,NA,NA
"淳于瓊",76,67,32,33,NA,"三國志10",31,NA,NA,NA
"牽弘",76,72,66,58,NA,"三國志10",64,NA,NA,NA
"盛曼",61,69,66,58,NA,"三國志10",51,NA,NA,NA
"笮融",62,68,40,4,NA,"三國志10",26,NA,NA,NA
"許攸",36,24,84,13,NA,"三國志10",60,NA,NA,NA
"許貢",47,65,61,65,NA,"三國志10",52,NA,NA,NA
"許靖",4,4,67,69,NA,"三國志10",78,NA,NA,NA
"許褚",67,96,36,58,NA,"三國志10",21,NA,NA,NA
"許儀",51,74,15,47,NA,"三國志10",16,NA,NA,NA
"逢紀",27,22,84,36,NA,"三國志10",69,NA,NA,NA
"郭汜",66,76,18,13,NA,"三國志10",11,NA,NA,NA
"郭攸之",15,10,60,60,NA,"三國志10",74,NA,NA,NA
"郭奕",19,23,75,28,NA,"三國志10",74,NA,NA,NA
"郭馬",68,71,49,50,NA,"三國志10",30,NA,NA,NA
"郭淮",86,77,82,78,NA,"三國志10",75,NA,NA,NA
"郭嘉",52,12,97,80,NA,"三國志10",82,NA,NA,NA
"郭圖",51,50,82,28,NA,"三國志10",70,NA,NA,NA
"陳式",73,67,31,22,NA,"三國志10",27,NA,NA,NA
"陳到",79,74,65,72,NA,"三國志10",50,NA,NA,NA
"陳武",74,88,47,63,NA,"三國志10",40,NA,NA,NA
"陳表",62,49,74,70,NA,"三國志10",78,NA,NA,NA
"陳紀",58,67,46,31,NA,"三國志10",52,NA,NA,NA
"陳宮",74,55,89,69,NA,"三國志10",83,NA,NA,NA
"陳泰",85,73,85,75,NA,"三國志10",75,NA,NA,NA
"陳珪",16,5,83,71,NA,"三國志10",79,NA,NA,NA
"陳琳",8,8,73,72,NA,"三國志10",81,NA,NA,NA
"陳登",84,63,80,59,NA,"三國志10",82,NA,NA,NA
"陳群",28,14,78,77,NA,"三國志10",97,NA,NA,NA
"陳壽",15,22,60,39,NA,"三國志10",71,NA,NA,NA
"陳震",46,54,66,78,NA,"三國志10",76,NA,NA,NA
"陳橫",63,64,25,42,NA,"三國志10",28,NA,NA,NA
"陳應",62,69,49,18,NA,"三國志10",27,NA,NA,NA
"陳矯",41,26,77,65,NA,"三國志10",84,NA,NA,NA
"陳騫",72,67,65,51,NA,"三國志10",62,NA,NA,NA
"陳蘭",65,70,43,26,NA,"三國志10",21,NA,NA,NA
"陸抗",91,62,89,86,NA,"三國志10",83,NA,NA,NA
"陸凱",65,59,78,73,NA,"三國志10",85,NA,NA,NA
"陸遜",97,66,95,90,NA,"三國志10",90,NA,NA,NA
"陸績",12,7,65,39,NA,"三國志10",69,NA,NA,NA
"陶濬",64,65,58,53,NA,"三國志10",52,NA,NA,NA
"陶謙",50,33,65,77,NA,"三國志10",65,NA,NA,NA
"眭元進",53,63,38,45,NA,"三國志10",21,NA,NA,NA
"眭固",61,72,40,21,NA,"三國志10",7,NA,NA,NA
"傅士仁",42,61,28,12,NA,"三國志10",19,NA,NA,NA
"傅彤",65,72,46,63,NA,"三國志10",47,NA,NA,NA
"傅巽",13,10,70,45,NA,"三國志10",71,NA,NA,NA
"傅僉",75,82,73,55,NA,"三國志10",42,NA,NA,NA
"傅嘏",44,36,85,69,NA,"三國志10",92,NA,NA,NA
"單經",70,63,44,55,NA,"三國志10",48,NA,NA,NA
"焦彝",54,65,55,57,NA,"三國志10",32,NA,NA,NA
"程武",52,33,76,51,NA,"三國志10",71,NA,NA,NA
"程秉",17,13,66,66,NA,"三國志10",71,NA,NA,NA
"程昱",77,56,92,50,NA,"三國志10",85,NA,NA,NA
"程普",85,83,78,85,NA,"三國志10",73,NA,NA,NA
"程遠志",68,74,18,28,NA,"三國志10",25,NA,NA,NA
"程銀",76,68,46,46,NA,"三國志10",35,NA,NA,NA
"華雄",81,93,52,57,NA,"三國志10",39,NA,NA,NA
"華歆",11,35,84,8,NA,"三國志10",80,NA,NA,NA
"華覈",19,22,75,72,NA,"三國志10",75,NA,NA,NA
"費詩",14,28,63,65,NA,"三國志10",69,NA,NA,NA
"費禕",73,29,84,83,NA,"三國志10",94,NA,NA,NA
"費耀",70,65,73,67,NA,"三國志10",61,NA,NA,NA
"賀齊",83,73,72,66,NA,"三國志10",59,NA,NA,NA
"軻比能",77,69,52,68,NA,"三國志10",59,NA,NA,NA
"鄂煥",60,83,49,50,NA,"三國志10",24,NA,NA,NA
"馮習",73,66,40,64,NA,"三國志10",42,NA,NA,NA
"黃忠",86,94,66,74,NA,"三國志10",58,NA,NA,NA
"黃祖",74,65,57,30,NA,"三國志10",44,NA,NA,NA
"黃崇",68,64,74,65,NA,"三國志10",69,NA,NA,NA
"黃皓",1,2,36,3,NA,"三國志10",4,NA,NA,NA
"黃亂",63,75,6,36,NA,"三國志10",25,NA,NA,NA
"黃蓋",79,83,69,81,NA,"三國志10",68,NA,NA,NA
"黃權",76,62,83,79,NA,"三國志10",71,NA,NA,NA
"寗隨",69,70,74,52,NA,"三國志10",37,NA,NA,NA
"楊弘",19,17,76,51,NA,"三國志10",60,NA,NA,NA
"楊任",71,78,56,54,NA,"三國志10",43,NA,NA,NA
"楊奉",67,63,34,58,NA,"三國志10",28,NA,NA,NA
"楊昂",65,70,39,42,NA,"三國志10",34,NA,NA,NA
"楊松",2,4,32,2,NA,"三國志10",37,NA,NA,NA
"楊欣",60,67,63,63,NA,"三國志10",56,NA,NA,NA
"楊阜",68,55,85,77,NA,"三國志10",81,NA,NA,NA
"楊柏",38,57,10,14,NA,"三國志10",17,NA,NA,NA
"楊秋",66,67,61,38,NA,"三國志10",57,NA,NA,NA
"楊修",10,7,83,44,NA,"三國志10",79,NA,NA,NA
"楊祚",54,62,37,45,NA,"三國志10",36,NA,NA,NA
"楊肇",65,61,67,55,NA,"三國志10",70,NA,NA,NA
"楊儀",68,44,82,17,NA,"三國志10",79,NA,NA,NA
"楊鋒",54,58,48,37,NA,"三國志10",40,NA,NA,NA
"楊濟",69,63,71,71,NA,"三國志10",68,NA,NA,NA
"楊醜",51,67,43,13,NA,"三國志10",16,NA,NA,NA
"楊懷",63,69,65,47,NA,"三國志10",63,NA,NA,NA
"溫恢",42,40,78,73,NA,"三國志10",85,NA,NA,NA
"萬彧",20,18,66,16,NA,"三國志10",62,NA,NA,NA
"董允",38,22,78,72,NA,"三國志10",91,NA,NA,NA
"董卓",81,83,68,36,NA,"三國志10",22,NA,NA,NA
"董和",59,35,73,71,NA,"三國志10",84,NA,NA,NA
"董承",57,56,68,74,NA,"三國志10",61,NA,NA,NA
"董旻",51,60,22,20,NA,"三國志10",6,NA,NA,NA
"董昭",21,27,80,60,NA,"三國志10",89,NA,NA,NA
"董荼那",67,74,33,49,NA,"三國志10",37,NA,NA,NA
"董厥",67,61,75,63,NA,"三國志10",80,NA,NA,NA
"董朝",16,15,51,67,NA,"三國志10",69,NA,NA,NA
"董襲",71,80,52,58,NA,"三國志10",43,NA,NA,NA
"虞汜",70,33,79,72,NA,"三國志10",71,NA,NA,NA
"虞翻",34,43,86,39,NA,"三國志10",81,NA,NA,NA
"賈充",33,32,88,8,NA,"三國志10",88,NA,NA,NA
"賈華",50,66,40,53,NA,"三國志10",29,NA,NA,NA
"賈逵",75,62,80,78,NA,"三國志10",86,NA,NA,NA
"賈詡",81,45,98,56,NA,"三國志10",84,NA,NA,NA
"賈範",59,60,73,61,NA,"三國志10",64,NA,NA,NA
"鄒丹",63,71,36,40,NA,"三國志10",38,NA,NA,NA
"鄒靖",67,65,66,68,NA,"三國志10",54,NA,NA,NA
"雍闓",73,67,59,50,NA,"三國志10",44,NA,NA,NA
"雷銅",70,75,41,50,NA,"三國志10",34,NA,NA,NA
"雷薄",63,71,34,7,NA,"三國志10",8,NA,NA,NA
"廖化",70,71,64,65,NA,"三國志10",49,NA,NA,NA
"廖立",14,19,68,25,NA,"三國志10",79,NA,NA,NA
"滿寵",87,60,81,81,NA,"三國志10",86,NA,NA,NA
"管亥",71,80,14,25,NA,"三國志10",6,NA,NA,NA
"臧霸",73,72,49,69,NA,"三國志10",56,NA,NA,NA
"裴元紹",50,67,26,40,NA,"三國志10",27,NA,NA,NA
"裴秀",10,11,77,53,NA,"三國志10",83,NA,NA,NA
"趙弘",57,71,30,11,NA,"三國志10",25,NA,NA,NA
"趙統",60,64,65,57,NA,"三國志10",60,NA,NA,NA
"趙累",32,47,69,71,NA,"三國志10",72,NA,NA,NA
"趙雲",91,96,75,81,NA,"三國志10",65,NA,NA,NA
"趙廣",65,67,54,60,NA,"三國志10",51,NA,NA,NA
"趙範",21,18,33,56,NA,"三國志10",60,NA,NA,NA
"蒯良",69,37,88,66,NA,"三國志10",82,NA,NA,NA
"蒯越",49,33,84,71,NA,"三國志10",87,NA,NA,NA
"劉巴",13,22,74,58,NA,"三國志10",78,NA,NA,NA
"劉丞",46,69,29,55,NA,"三國志10",35,NA,NA,NA
"劉劭",66,51,73,65,NA,"三國志10",82,NA,NA,NA
"劉岱",53,63,34,37,NA,"三國志10",52,NA,NA,NA
"劉表",53,31,71,83,NA,"三國志10",84,NA,NA,NA
"劉封",77,79,48,77,NA,"三國志10",58,NA,NA,NA
"劉度",25,15,23,52,NA,"三國志10",51,NA,NA,NA
"劉豹",62,67,48,63,NA,"三國志10",52,NA,NA,NA
"劉焉",54,40,79,85,NA,"三國志10",81,NA,NA,NA
"劉備",78,72,73,99,NA,"三國志10",78,NA,NA,NA
"劉循",47,57,46,65,NA,"三國志10",37,NA,NA,NA
"劉琦",41,9,54,73,NA,"三國志10",73,NA,NA,NA
"劉琮",16,20,66,63,NA,"三國志10",56,NA,NA,NA
"劉虞",49,34,70,92,NA,"三國志10",79,NA,NA,NA
"劉辟",74,68,51,55,NA,"三國志10",34,NA,NA,NA
"劉璋",18,15,10,75,NA,"三國志10",45,NA,NA,NA
"劉磐",74,79,48,53,NA,"三國志10",46,NA,NA,NA
"劉賢",52,61,56,51,NA,"三國志10",43,NA,NA,NA
"劉勳",51,64,50,54,NA,"三國志10",47,NA,NA,NA
"劉曄",39,23,93,71,NA,"三國志10",75,NA,NA,NA
"劉諶",45,58,65,75,NA,"三國志10",62,NA,NA,NA
"劉禪",3,5,9,64,NA,"三國志10",4,NA,NA,NA
"劉繇",64,65,37,64,NA,"三國志10",73,NA,NA,NA
"劉璝",75,72,66,63,NA,"三國志10",49,NA,NA,NA
"劉璿",9,21,39,55,NA,"三國志10",44,NA,NA,NA
"劉馥",54,50,73,84,NA,"三國志10",87,NA,NA,NA
"審配",83,61,83,70,NA,"三國志10",73,NA,NA,NA
"樓玄",23,20,68,80,NA,"三國志10",75,NA,NA,NA
"樓班",65,76,39,59,NA,"三國志10",31,NA,NA,NA
"樊建",45,29,71,73,NA,"三國志10",81,NA,NA,NA
"樊能",70,61,47,57,NA,"三國志10",31,NA,NA,NA
"樊稠",73,76,34,36,NA,"三國志10",26,NA,NA,NA
"樂就",56,68,58,52,NA,"三國志10",39,NA,NA,NA
"樂進",80,85,53,70,NA,"三國志10",45,NA,NA,NA
"樂綝",72,75,41,57,NA,"三國志10",49,NA,NA,NA
"潘鳳",57,77,4,25,NA,"三國志10",15,NA,NA,NA
"潘璋",77,78,69,7,NA,"三國志10",34,NA,NA,NA
"潘濬",69,27,67,21,NA,"三國志10",88,NA,NA,NA
"潘臨",66,79,8,31,NA,"三國志10",19,NA,NA,NA
"滕胤",32,41,71,64,NA,"三國志10",76,NA,NA,NA
"滕脩",35,20,44,62,NA,"三國志10",72,NA,NA,NA
"蔣班",56,73,66,52,NA,"三國志10",41,NA,NA,NA
"蔣欽",78,87,58,78,NA,"三國志10",52,NA,NA,NA
"蔣舒",55,72,35,22,NA,"三國志10",33,NA,NA,NA
"蔣斌",30,28,67,71,NA,"三國志10",74,NA,NA,NA
"蔣琬",74,39,85,81,NA,"三國志10",93,NA,NA,NA
"蔣幹",9,7,69,47,NA,"三國志10",62,NA,NA,NA
"蔣義渠",72,60,62,57,NA,"三國志10",50,NA,NA,NA
"蔣濟",50,42,87,55,NA,"三國志10",77,NA,NA,NA
"蔡中",44,47,2,19,NA,"三國志10",10,NA,NA,NA
"蔡和",41,49,2,23,NA,"三國志10",14,NA,NA,NA
"蔡瑁",79,64,77,56,NA,"三國志10",75,NA,NA,NA
"衛瓘",69,45,81,37,NA,"三國志10",78,NA,NA,NA
"諸葛均",29,30,56,66,NA,"三國志10",65,NA,NA,NA
"諸葛尚",54,73,55,68,NA,"三國志10",55,NA,NA,NA
"諸葛亮",93,37,100,92,NA,"三國志10",98,NA,NA,NA
"諸葛恪",72,46,90,49,NA,"三國志10",80,NA,NA,NA
"諸葛喬",55,17,77,75,NA,"三國志10",67,NA,NA,NA
"諸葛緒",45,43,27,50,NA,"三國志10",48,NA,NA,NA
"諸葛瑾",75,35,81,88,NA,"三國志10",89,NA,NA,NA
"諸葛誕",81,71,75,82,NA,"三國志10",66,NA,NA,NA
"諸葛靚",58,65,67,68,NA,"三國志10",57,NA,NA,NA
"諸葛瞻",68,61,72,70,NA,"三國志10",61,NA,NA,NA
"鄧艾",94,87,89,70,NA,"三國志10",82,NA,NA,NA
"鄧忠",70,82,66,66,NA,"三國志10",51,NA,NA,NA
"鄧芝",75,51,76,88,NA,"三國志10",86,NA,NA,NA
"鄧茂",60,76,31,37,NA,"三國志10",17,NA,NA,NA
"鄧賢",63,70,45,49,NA,"三國志10",36,NA,NA,NA
"鞏志",45,59,61,52,NA,"三國志10",63,NA,NA,NA
"魯淑",70,55,76,73,NA,"三國志10",77,NA,NA,NA
"魯肅",78,59,94,89,NA,"三國志10",93,NA,NA,NA
"橋瑁",56,52,68,69,NA,"三國志10",66,NA,NA,NA
"橋蕤",67,69,39,34,NA,"三國志10",41,NA,NA,NA
"盧植",88,47,82,85,NA,"三國志10",83,NA,NA,NA
"穆順",52,77,14,25,NA,"三國志10",18,NA,NA,NA
"閻宇",59,64,60,20,NA,"三國志10",56,NA,NA,NA
"閻行",70,86,38,50,NA,"三國志10",33,NA,NA,NA
"閻柔",74,50,70,80,NA,"三國志10",73,NA,NA,NA
"閻圃",31,28,82,69,NA,"三國志10",78,NA,NA,NA
"閻象",29,27,69,62,NA,"三國志10",74,NA,NA,NA
"霍弋",71,67,70,74,NA,"三國志10",71,NA,NA,NA
"霍峻",76,65,71,70,NA,"三國志10",64,NA,NA,NA
"駱統",75,57,70,68,NA,"三國志10",75,NA,NA,NA
"鮑信",78,60,83,82,NA,"三國志10",73,NA,NA,NA
"鮑隆",58,75,42,23,NA,"三國志10",19,NA,NA,NA
"戲志才",24,5,86,55,NA,"三國志10",73,NA,NA,NA
"戴陵",64,75,45,51,NA,"三國志10",36,NA,NA,NA
"濮陽興",37,37,70,72,NA,"三國志10",76,NA,NA,NA
"糜竺",24,30,72,82,NA,"三國志10",83,NA,NA,NA
"糜芳",57,62,31,18,NA,"三國志10",27,NA,NA,NA
"薛珝",16,14,71,62,NA,"三國志10",76,NA,NA,NA
"薛綜",34,16,72,64,NA,"三國志10",80,NA,NA,NA
"薛瑩",24,12,65,60,NA,"三國志10",77,NA,NA,NA
"謝旌",66,76,34,43,NA,"三國志10",32,NA,NA,NA
"蹋頓",84,82,61,57,NA,"三國志10",36,NA,NA,NA
"鍾會",84,56,91,57,NA,"三國志10",79,NA,NA,NA
"鍾毓",27,11,71,70,NA,"三國志10",74,NA,NA,NA
"鍾繇",70,26,78,72,NA,"三國志10",92,NA,NA,NA
"鍾離牧",84,68,75,73,NA,"三國志10",61,NA,NA,NA
"韓玄",20,33,6,1,NA,"三國志10",3,NA,NA,NA
"韓忠",66,67,20,12,NA,"三國志10",14,NA,NA,NA
"韓胤",27,24,68,60,NA,"三國志10",59,NA,NA,NA
"韓浩",72,71,71,66,NA,"三國志10",87,NA,NA,NA
"韓莒子",53,59,30,54,NA,"三國志10",41,NA,NA,NA
"韓嵩",28,18,72,58,NA,"三國志10",74,NA,NA,NA
"韓當",76,86,59,67,NA,"三國志10",53,NA,NA,NA
"韓遂",85,72,75,80,NA,"三國志10",65,NA,NA,NA
"韓德",62,79,24,50,NA,"三國志10",15,NA,NA,NA
"韓暹",69,67,35,48,NA,"三國志10",36,NA,NA,NA
"韓馥",18,10,29,59,NA,"三國志10",63,NA,NA,NA
"簡雍",22,33,66,74,NA,"三國志10",71,NA,NA,NA
"顏良",83,94,41,52,NA,"三國志10",34,NA,NA,NA
"魏攸",33,28,77,66,NA,"三國志10",73,NA,NA,NA
"魏延",85,92,69,34,NA,"三國志10",43,NA,NA,NA
"魏邈",58,62,60,65,NA,"三國志10",56,NA,NA,NA
"魏續",70,79,27,31,NA,"三國志10",33,NA,NA,NA
"龐統",78,36,97,69,NA,"三國志10",83,NA,NA,NA
"龐會",68,75,45,61,NA,"三國志10",44,NA,NA,NA
"龐德",79,93,71,70,NA,"三國志10",50,NA,NA,NA
"龐羲",59,38,69,65,NA,"三國志10",74,NA,NA,NA
"羅憲",86,67,75,73,NA,"三國志10",68,NA,NA,NA
"譚雄",59,73,17,36,NA,"三國志10",19,NA,NA,NA
"譙周",4,9,65,54,NA,"三國志10",72,NA,NA,NA
"關平",77,81,69,75,NA,"三國志10",55,NA,NA,NA
"關羽",96,97,76,93,NA,"三國志10",64,NA,NA,NA
"關索",72,82,55,70,NA,"三國志10",49,NA,NA,NA
"關統",64,58,60,72,NA,"三國志10",62,NA,NA,NA
"關靖",35,50,73,51,NA,"三國志10",68,NA,NA,NA
"關興",76,86,63,72,NA,"三國志10",52,NA,NA,NA
"關彝",43,65,49,63,NA,"三國志10",48,NA,NA,NA
"麴義",83,79,50,29,NA,"三國志10",20,NA,NA,NA
"嚴白虎",67,69,24,33,NA,"三國志10",20,NA,NA,NA
"嚴政",50,58,38,4,NA,"三國志10",31,NA,NA,NA
"嚴畯",16,1,70,76,NA,"三國志10",84,NA,NA,NA
"嚴綱",74,63,41,51,NA,"三國志10",50,NA,NA,NA
